Number,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
12367,1,86,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,56.4,2
12368,0,41,4,6,2,1,0,BB,Direct,1,0,1,C,0,No Deposit,Transient-Party,66,1
12369,0,245,3,7,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,81.8,0
12370,0,10,0,3,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,184,0
12371,1,47,2,3,2,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient,76,0
12372,0,314,3,7,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,84.7,0
12373,0,328,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,121.5,2
12374,0,86,0,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,133,1
12375,0,30,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,146,2
12376,0,6,0,2,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient,27,0
12377,0,168,3,6,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,84.45,0
12378,1,60,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,91.67,1
12379,0,146,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,54.2,2
12380,0,0,0,1,2,0,0,BB,Direct,0,0,0,E,1,No Deposit,Transient,66,0
12381,0,0,0,0,2,0,0,BB,TA/TO,1,0,0,A,0,No Deposit,Transient,0,1
12382,1,106,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52.2,0
12383,0,279,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,80.35,1
12384,1,45,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,185,0
12385,0,12,0,2,2,0,1,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,75.46,2
12386,0,225,0,3,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient-Party,66,0
12387,0,315,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,96.3,0
12388,0,167,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,76.57,0
12389,1,155,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,136,1
12390,0,4,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,224.5,1
12391,0,10,0,3,2,1,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,243.17,1
12392,0,56,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,1
12393,0,62,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,36.96,1
12394,0,179,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,103.5,1
12395,0,12,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,2
12396,0,72,2,3,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,104,0
12397,0,51,2,5,2,0,0,HB,Direct,0,0,0,F,0,No Deposit,Transient,119.43,0
12398,0,1,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,39,0
12399,1,183,2,1,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,72,0
12400,1,333,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,79.5,0
12401,0,136,2,5,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,222.38,0
12402,0,12,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,44,0
12403,0,130,2,5,2,0,1,BB,Direct,0,0,0,A,0,No Deposit,Transient,113.9,1
12404,0,0,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,39,0
12405,0,241,2,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,85.5,1
12406,0,10,1,4,2,0,0,HB,TA/TO,0,0,0,G,1,No Deposit,Transient,117,0
12407,1,26,0,5,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient-Party,80,0
12408,1,34,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,85,0
12409,0,0,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,55,0
12410,0,190,2,8,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Contract,161.4,0
12411,0,128,4,10,2,0,0,HB,Direct,1,0,1,E,1,No Deposit,Transient,156.83,0
12412,1,96,2,1,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,55,0
12413,1,55,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,129,0
12414,0,6,0,1,1,0,0,BB,Corporate,1,0,2,A,2,No Deposit,Transient,27,0
12415,0,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
12416,1,62,1,2,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,165.33,1
12417,0,35,0,3,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,169,1
12418,0,12,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,221,0
12419,1,125,3,8,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,62,0
12420,0,4,1,2,2,0,0,HB,TA/TO,0,0,0,E,3,No Deposit,Transient-Party,148.1,0
12421,0,9,1,0,1,0,0,BB,Corporate,0,0,0,E,0,No Deposit,Transient-Party,90,0
12422,0,20,2,4,1,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,107,0
12423,0,147,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,73,0
12424,0,8,1,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,251,1
12425,0,25,1,0,2,1,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,224.9,1
12426,1,6,1,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,55,0
12427,1,292,0,3,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,230,2
12428,1,2,0,2,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,35,0
12429,0,96,4,7,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,52.55,0
12430,1,44,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,135,1
12431,0,3,0,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,2
12432,0,94,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,42.95,0
12433,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,68,0
12434,0,0,0,2,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,40,0
12435,1,23,1,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,229.17,1
12436,1,336,0,3,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,66,0
12437,1,40,1,2,1,0,0,Undefined,Direct,0,0,0,A,1,No Deposit,Transient-Party,55,0
12438,0,1,0,1,2,1,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,78,0
12439,0,2,0,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,0,0
12440,1,247,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,113.52,0
12441,0,0,2,1,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,48,1
12442,0,221,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,74,1
12443,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,194,1
12444,0,7,0,1,1,0,0,BB,TA/TO,1,0,1,D,0,No Deposit,Group,48.96,0
12445,1,243,0,2,2,0,0,BB,TA/TO,0,1,0,D,0,No Deposit,Transient-Party,99,1
12446,0,254,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,36,0
12447,0,337,2,5,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,66.28,0
12448,1,304,0,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,167.18,2
12449,1,16,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
12450,0,3,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,1
12451,0,65,2,5,3,0,0,HB,TA/TO,0,0,0,F,0,No Deposit,Transient,206.34,2
12452,0,37,0,2,3,1,0,BB,Direct,0,0,0,H,2,No Deposit,Transient,147,0
12453,0,192,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,108.56,0
12454,0,23,1,1,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,78,1
12455,0,3,0,1,2,0,0,BB,Direct,0,0,0,A,3,No Deposit,Transient,140,2
12456,0,77,2,5,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,10,0
12457,0,13,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,210.71,1
12458,1,144,4,11,1,0,0,HB,Direct,0,2,2,A,1,No Deposit,Transient,108.4,2
12459,0,0,1,3,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,85,0
12460,0,70,0,4,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,42,0
12461,0,114,2,4,2,2,0,BB,TA/TO,0,0,0,C,1,No Deposit,Transient-Party,140.4,3
12462,0,29,2,7,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,109.96,1
12463,0,156,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,92,0
12464,0,10,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,46.64,0
12465,1,55,1,4,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,278.6,0
12466,1,140,1,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,191,0
12467,0,365,1,3,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient-Party,66,1
12468,0,156,2,5,2,0,0,HB,TA/TO,0,0,0,A,3,No Deposit,Transient-Party,81.71,1
12469,0,4,1,1,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,207,0
12470,1,316,6,15,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,55.8,0
12471,0,1,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,1
12472,0,168,2,5,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Contract,64.9,2
12473,1,106,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,134,1
12474,0,152,0,4,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,48,0
12475,1,109,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,224,0
12476,0,25,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,202,0
12477,0,67,0,2,2,1,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,179.53,2
12478,0,35,2,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,51.94,1
12479,1,38,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,139,2
12480,0,4,1,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,98.1,0
12481,0,28,2,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,115,1
12482,1,60,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,207,1
12483,1,82,2,0,2,0,0,Undefined,TA/TO,1,1,0,A,0,No Deposit,Transient-Party,66,0
12484,1,13,9,24,2,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient,77,0
12485,1,155,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,100.8,0
12486,1,263,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,115.74,0
12487,1,8,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,126,0
12488,1,55,2,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,145,0
12489,0,119,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26,0
12490,0,47,2,5,2,1,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,67.92,1
12491,0,202,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,168,1
12492,0,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,59.2,0
12493,0,0,0,2,2,2,0,BB,Direct,0,0,0,H,1,No Deposit,Transient,198,0
12494,0,0,0,1,2,0,0,BB,Direct,1,0,0,A,0,No Deposit,Transient,55,0
12495,1,92,1,2,2,0,0,Undefined,TA/TO,0,1,0,A,0,Non Refund,Transient,79,0
12496,0,158,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,154,2
12497,0,3,1,1,2,1,0,BB,TA/TO,0,0,0,A,3,No Deposit,Transient,198.5,2
12498,1,46,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,179,0
12499,0,0,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
12500,0,164,2,3,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,43.8,0
12501,1,221,2,5,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,82,0
12502,0,255,4,8,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,151.1,0
12503,0,52,2,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37.3,1
12504,0,0,1,0,1,0,0,BB,Direct,0,0,0,E,3,No Deposit,Transient,161,0
12505,1,142,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,95.4,1
12506,0,364,0,4,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,66,0
12507,0,3,0,1,1,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,0,0
12508,1,40,0,4,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
12509,0,140,0,0,2,0,0,HB,TA/TO,0,0,0,F,0,No Deposit,Transient,0,1
12510,0,6,1,2,3,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,115.5,0
12511,1,124,2,5,2,0,0,HB,TA/TO,0,0,0,A,1,Non Refund,Transient,80,0
12512,1,23,1,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,72,1
12513,1,63,1,3,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,85,0
12514,1,68,2,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,89,0
12515,0,1,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,35.11,0
12516,1,34,2,1,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,125,1
12517,0,182,1,3,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,56.24,0
12518,0,32,2,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,30.24,0
12519,0,66,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49,0
12520,0,0,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,38,0
12521,1,23,2,5,2,0,0,FB,Corporate,0,0,0,D,0,No Deposit,Transient-Party,116,0
12522,0,4,2,0,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,0,1
12523,0,23,1,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,219.58,2
12524,0,6,1,0,2,0,0,BB,TA/TO,0,0,0,D,2,No Deposit,Transient,96,1
12525,1,284,1,1,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,229.4,2
12526,1,137,2,1,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,172,1
12527,0,267,2,4,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,60.35,1
12528,0,5,0,1,2,0,1,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,85,2
12529,0,0,2,5,1,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient,47,0
12530,1,18,1,1,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,178,1
12531,1,135,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37.8,0
12532,0,41,0,0,1,0,0,Undefined,Direct,0,0,0,A,3,No Deposit,Transient-Party,0,0
12533,0,33,2,4,2,1,0,BB,Direct,1,0,1,F,1,No Deposit,Transient,253.25,1
12534,1,37,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,137.5,1
12535,0,0,0,0,2,0,0,BB,Direct,1,0,0,E,0,No Deposit,Transient,0,0
12536,1,110,0,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,37,1
12537,0,26,0,1,1,0,0,BB,Corporate,0,0,2,A,0,No Deposit,Transient,48,0
12538,0,292,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,38,1
12539,1,92,1,2,2,0,0,Undefined,TA/TO,0,1,0,A,0,Non Refund,Transient,79,0
12540,1,3,0,3,1,0,0,BB,Corporate,0,0,0,A,1,No Deposit,Transient-Party,40,0
12541,0,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,112.4,0
12542,0,16,0,3,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,106.5,0
12543,0,231,2,5,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,110.5,1
12544,0,2,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,31,0
12545,1,237,2,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,76.2,1
12546,0,64,0,4,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,109,2
12547,0,40,2,3,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,142,1
12548,0,192,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,70.4,0
12549,0,8,0,1,1,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,75,0
12550,1,160,1,4,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,102.24,0
12551,1,54,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,204,0
12552,0,0,1,1,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,30,0
12553,0,7,1,3,2,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient-Party,47,0
12554,1,253,2,5,2,0,0,BB,TA/TO,0,1,0,A,0,Non Refund,Transient,58.95,0
12555,0,22,2,1,2,0,0,HB,TA/TO,0,0,0,A,2,No Deposit,Transient,71.44,2
12556,1,244,2,5,2,0,0,BB,TA/TO,0,1,0,A,0,No Deposit,Transient-Party,8,0
12557,1,31,2,2,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient,250,2
12558,0,126,1,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,184,1
12559,0,3,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
12560,1,69,0,1,1,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,112,0
12561,0,55,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26,0
12562,1,249,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,59.79,0
12563,0,67,0,3,2,2,0,BB,TA/TO,0,0,0,C,3,No Deposit,Transient,130,1
12564,1,52,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,230,2
12565,1,83,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,Non Refund,Transient,58,0
12566,1,57,2,5,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Contract,54.4,1
12567,1,203,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,81,0
12568,1,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,194,0
12569,0,1,0,1,1,0,0,BB,Corporate,0,0,0,D,0,No Deposit,Transient,48.6,0
12570,0,200,2,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,44.88,0
12571,0,41,2,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,99,1
12572,0,178,1,4,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,136.6,2
12573,0,1,0,2,1,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,43,1
12574,0,45,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86,2
12575,0,1,0,1,2,0,0,BB,Direct,1,0,7,A,0,No Deposit,Transient,143,1
12576,0,0,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,175,1
12577,0,22,2,2,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,75.75,0
12578,1,219,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,Non Refund,Transient,52,0
12579,0,0,1,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,1
12580,0,123,1,1,2,0,0,FB,Direct,0,0,0,A,0,No Deposit,Transient-Party,64,0
12581,0,76,2,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,78.25,2
12582,0,43,2,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,79,0
12583,1,199,1,1,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,85,0
12584,1,9,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,0
12585,0,10,0,1,1,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,44,0
12586,0,263,2,6,2,1,0,HB,Direct,0,0,0,A,0,No Deposit,Transient,186.02,1
12587,1,161,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49.2,2
12588,0,112,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,94,1
12589,0,60,1,4,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,70,1
12590,0,91,0,1,2,2,0,BB,Direct,0,0,0,C,0,No Deposit,Transient,155,0
12591,0,320,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,74.25,1
12592,0,52,2,5,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,202,2
12593,0,63,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,73.15,1
12594,1,207,1,1,2,0,0,HB,TA/TO,0,1,0,A,0,No Deposit,Transient,34,0
12595,1,72,2,1,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient-Party,73.33,0
12596,1,86,4,6,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,155,1
12597,1,9,0,1,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,211,2
12598,0,131,2,5,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,83,0
12599,1,411,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,Non Refund,Transient,71.1,0
12600,0,52,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
12601,1,118,0,2,2,1,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,160,1
12602,0,88,1,4,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,6,0
12603,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,46.4,0
12604,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,157.2,1
12605,1,118,1,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,179.1,2
12606,0,2,0,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,143.2,0
12607,1,340,4,6,2,1,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,156,1
12608,0,213,1,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,56.5,0
12609,1,71,2,7,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,92.89,0
12610,0,154,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,99,0
12611,0,1,1,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,147,0
12612,0,4,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,135,0
12613,0,207,1,3,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient-Party,78,1
12614,0,275,2,5,1,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,45.9,0
12615,0,15,0,1,2,1,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,74,2
12616,0,351,4,10,2,0,0,BB,TA/TO,0,0,1,D,0,No Deposit,Group,123.5,3
12617,0,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,72,0
12618,0,22,0,3,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,80,0
12619,0,18,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,34,0
12620,0,223,2,4,2,2,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,78.3,1
12621,0,169,2,7,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,89,1
12622,1,111,0,2,2,0,0,FB,TA/TO,0,0,0,A,0,Non Refund,Transient,70,0
12623,0,13,2,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,22.5,0
12624,0,128,0,1,2,0,0,HB,Direct,0,0,0,A,0,No Deposit,Transient-Party,64,1
12625,0,0,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,85,2
12626,1,212,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,140,2
12627,1,113,3,6,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,184.44,1
12628,0,253,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Contract,37.4,0
12629,0,13,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,120.6,1
12630,0,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
12631,1,200,2,5,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,101.7,1
12632,0,65,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,1
12633,0,17,0,3,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,56,2
12634,0,99,0,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,1
12635,0,15,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,210,2
12636,0,169,0,3,2,0,0,BB,Direct,0,0,0,A,1,Refundable,Transient-Party,66,0
12637,1,61,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,153,0
12638,0,99,2,5,2,0,0,HB,TA/TO,0,0,0,E,1,No Deposit,Transient,68.04,0
