Number,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,adr,total_of_special_requests
21791,27,0,2,1,0,0,BB,Direct,1,0,1,A,0,No Deposit,Transient,54,1
21792,36,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,34.73,0
21795,109,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,27.5,1
21798,20,1,3,1,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,45.65,1
21799,25,0,2,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,45,0
21801,5,0,2,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,48,0
21806,81,0,3,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,49,0
21807,81,0,3,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,86.55,0
21810,81,0,3,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,49,0
21816,34,1,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,56,0
21818,81,0,3,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,86.55,0
21828,12,0,3,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,49,0
21829,81,0,3,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,86.55,0
21831,81,0,3,3,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,86.55,0
21838,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,25,0
21839,14,1,4,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,45,1
21842,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient-Party,35,0
21843,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,25,0
21847,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,25,0
21850,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,25,0
21851,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,25,0
21852,24,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,33.3,0
21854,17,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,35.65,1
21855,62,1,4,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,45,1
21856,63,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
21858,81,0,3,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,49,0
21860,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,25,0
21861,0,0,2,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,55,0
21863,46,0,1,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,25,0
21864,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,55,0
21869,57,2,8,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Contract,39,0
21872,1,0,1,2,1,0,BB,TA/TO,0,0,0,C,1,No Deposit,Transient,40,0
21873,23,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58,0
21877,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
21878,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
21879,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
21890,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
21891,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
21895,30,1,5,2,0,0,Undefined,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,65.4,0
21896,30,1,5,1,0,0,Undefined,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,48.7,0
21899,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
21905,23,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
21906,30,0,2,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,25,0
21907,2,0,2,2,0,1,BB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,68,1
21910,44,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21912,6,0,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,65,0
21913,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,78,0
21914,1,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37,2
21915,1,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,84,0
21917,5,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
21918,5,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,65,0
21919,44,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21920,37,0,2,2,1,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21921,1,0,1,2,0,1,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,58,1
21925,1,0,1,3,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,10.8,0
21926,30,0,2,2,0,0,BB,TA/TO,0,0,0,A,6,No Deposit,Transient-Party,29,0
21934,3,0,1,3,0,0,HB,TA/TO,0,0,0,C,0,No Deposit,Transient,45.9,0
21941,2,0,1,2,0,0,FB,TA/TO,0,0,0,D,0,No Deposit,Transient,83,0
21943,30,0,2,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,25,0
21947,8,0,2,2,0,1,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37,1
21949,30,0,2,1,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,25,0
21950,1,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,56,0
21952,3,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,50,0
21953,31,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
21954,7,0,2,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,75,0
21956,97,3,7,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26,1
21965,2,0,1,1,0,0,BB,TA/TO,1,0,3,A,0,No Deposit,Transient,67.5,0
21967,46,1,0,2,0,0,HB,Corporate,0,0,0,E,0,No Deposit,Transient,59,0
21976,24,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21977,0,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,30,0
21978,0,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,30,0
21980,1,2,0,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,1
21988,112,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,47,1
21992,40,2,4,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,2
21994,56,2,3,2,0,0,BB,TA/TO,0,0,0,E,2,No Deposit,Transient,66,1
21997,3,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
21999,8,2,0,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,80,0
22003,2,0,2,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,30,0
22005,0,2,4,1,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,70,0
22006,0,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,40,0
22008,4,1,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,34.4,0
22009,71,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58,0
22015,0,2,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,95.5,0
22018,14,1,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,52,0
22020,1,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,30,1
22021,12,1,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,40,0
22022,0,1,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,40,0
22027,40,2,1,2,0,1,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,35.15,2
22031,7,0,0,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,0,0
22044,23,0,1,1,0,0,BB,Corporate,1,1,8,A,0,No Deposit,Transient,45,0
22050,1,0,1,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,47.4,0
22052,4,0,1,1,0,0,HB,TA/TO,1,0,2,A,1,No Deposit,Transient,75.6,0
22058,1,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,40,0
22059,56,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37,0
22064,47,4,10,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
22066,0,1,2,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,71,0
22072,1,1,2,3,1,0,BB,TA/TO,0,0,0,H,0,No Deposit,Transient,109,0
22074,54,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,72,1
22082,10,4,10,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,42.36,0
22085,10,0,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,33.3,0
22086,3,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,25,0
22090,0,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
22091,10,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,30,1
22095,22,0,1,3,0,0,BB,Corporate,1,0,1,A,0,No Deposit,Transient,65,0
22111,51,0,1,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient-Party,26,0
22112,51,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,30,0
22115,3,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,36,0
22118,51,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,30,0
22120,51,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,30,0
22121,0,1,3,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,45,0
22122,0,1,3,2,0,0,BB,Direct,0,0,0,A,1,No Deposit,Transient,49.5,0
22123,0,0,3,2,0,0,HB,Direct,0,0,0,F,3,No Deposit,Transient,75,0
22134,14,1,3,1,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,39,0
22140,12,0,4,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,34.2,0
22144,4,2,5,2,0,0,BB,TA/TO,0,0,0,C,0,No Deposit,Contract,22,0
22147,52,2,4,3,1,0,BB,TA/TO,0,0,0,H,1,No Deposit,Transient,102,0
22150,1,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,40,0
22151,3,1,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,68,0
22153,8,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,47.53,0
22154,9,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66,1
22165,71,0,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,61.4,2
22166,0,2,5,1,0,0,BB,Direct,0,0,0,A,3,No Deposit,Transient,40,0
22168,2,0,1,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,65,0
22173,2,0,2,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,55,0
22174,4,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
22175,49,0,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,38,0
22177,49,0,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,75.8,0
22180,14,0,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,45,0
22183,15,0,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,45,0
22186,270,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,23.7,3
22190,123,0,1,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,98,1
22191,15,0,1,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,38,0
22194,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,58,0
22195,34,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,3
22196,270,2,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,32.4,0
22200,2,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,1
22201,0,0,1,2,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,34,1
22202,2,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,0
22203,1,0,3,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,65,1
22211,126,1,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
22212,5,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
22213,14,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,2
22215,4,0,2,1,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,38,0
22218,25,1,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,52.2,1
22222,40,1,3,3,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,35.24,0
22223,40,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,26.1,1
22224,12,1,5,1,0,0,FB,TA/TO,0,0,0,A,0,No Deposit,Transient,44.87,0
22226,69,2,5,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,22.5,1
22228,74,1,0,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient-Party,37,0
22233,72,1,2,3,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,87.55,1
22234,27,1,3,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,48.05,1
22238,6,1,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,51,0
22244,5,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,45,1
22245,22,2,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
22252,0,1,0,1,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,68,0
22254,14,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58,2
22258,16,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,54,1
22265,15,1,0,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,62,1
22267,14,2,2,3,0,0,BB,TA/TO,0,0,0,D,6,No Deposit,Transient,99,1
22271,7,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26.1,0
22272,5,1,0,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,29,1
22274,4,0,1,1,0,0,BB,TA/TO,1,0,2,A,0,No Deposit,Transient,30,1
22277,16,2,3,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,63.9,0
22278,5,2,0,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,61,1
22280,27,2,2,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,37,0
22285,37,2,2,2,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient,64,2
22288,36,2,5,1,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,30.6,1
22290,36,2,5,1,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,36.6,1
22292,22,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,30.6,0
22299,1,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,53,0
22301,3,0,1,1,0,0,BB,Corporate,1,0,2,A,0,No Deposit,Transient,75,0
22302,2,0,1,1,0,0,BB,Corporate,1,0,3,A,0,No Deposit,Transient,48,0
22305,0,0,1,1,0,0,BB,Corporate,1,0,6,A,0,No Deposit,Transient,49.5,0
22306,5,0,1,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,42,0
22308,18,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,1
22313,15,2,2,2,0,0,BB,TA/TO,0,0,0,E,1,No Deposit,Transient-Party,68,0
22314,15,2,2,1,0,0,BB,TA/TO,0,0,0,D,1,No Deposit,Transient-Party,58,0
22315,44,2,3,3,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,123.4,2
22320,28,1,1,2,0,0,BB,Direct,0,0,0,D,2,No Deposit,Transient,55,1
22327,7,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,34.4,0
22328,4,2,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,43,0
22332,60,2,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,25,0
22333,17,1,1,2,0,0,BB,TA/TO,0,0,0,A,2,No Deposit,Transient,48,1
22334,63,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,84,1
22347,44,2,5,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Contract,72.43,1
22349,12,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,41.4,0
22352,52,2,5,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,42.28,1
22361,20,2,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,1
22366,6,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,46,0
22373,31,2,3,2,0,0,BB,Direct,0,0,0,E,2,No Deposit,Transient,65,1
22374,31,2,3,2,0,0,BB,Direct,0,0,0,F,0,No Deposit,Transient,81,0
22376,35,0,3,2,0,0,BB,Direct,0,0,0,D,1,No Deposit,Transient,86.33,0
22385,6,0,2,1,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,0,1
22387,0,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,53,0
22389,30,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,60,0
22395,14,2,3,2,0,0,Undefined,TA/TO,0,0,0,E,0,No Deposit,Transient,74,0
22399,4,1,2,2,2,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,99,0
22400,21,0,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,49,0
22404,18,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,36.96,0
22405,8,0,1,2,0,1,BB,Direct,0,0,0,A,2,No Deposit,Transient,51,1
22406,24,2,5,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,52.2,0
22412,13,1,2,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,45,0
22414,42,2,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
22419,63,1,3,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,66.75,1
22422,6,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,66.5,1
22424,64,0,2,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,106.5,0
22427,0,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,111,0
22428,0,0,3,2,0,0,BB,Direct,1,0,1,A,0,No Deposit,Group,67,0
22429,26,2,3,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,52.23,2
22432,126,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,58,2
22437,10,0,3,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,55.33,0
22442,0,0,1,2,0,0,BB,Direct,0,0,0,E,0,No Deposit,Transient,121,0
22447,36,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,66.5,1
22448,128,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,26,0
22449,67,2,6,2,0,0,HB,TA/TO,0,0,0,E,0,No Deposit,Transient,94.73,1
22452,36,0,4,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,104.5,1
22454,7,0,4,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,159.5,0
22455,43,0,2,2,2,0,HB,TA/TO,0,0,0,G,0,No Deposit,Transient,158,1
22456,69,2,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,45.33,1
22463,167,2,5,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,55.5,0
22471,57,0,1,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58,0
22472,62,2,7,2,0,0,HB,TA/TO,0,0,0,A,1,No Deposit,Transient,78,0
22473,125,2,5,2,0,0,BB,Direct,0,0,0,E,1,No Deposit,Transient,76,3
22476,53,0,1,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,90,1
22480,101,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,53,0
22481,9,0,2,2,1,0,BB,Direct,0,0,0,G,0,No Deposit,Transient,127,1
22489,9,0,3,2,0,0,HB,TA/TO,0,0,0,D,0,No Deposit,Transient,133,1
22491,20,1,2,2,0,0,HB,Direct,1,0,2,F,0,No Deposit,Transient,199,1
22496,11,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,85.75,1
22499,3,0,3,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,107.67,0
22501,40,0,4,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,76.75,0
22503,21,0,3,2,0,0,BB,Direct,0,0,0,F,1,No Deposit,Transient,85,0
22504,3,0,5,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86.2,0
22513,70,0,4,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,94.5,0
22516,76,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
22521,64,1,4,2,1,0,HB,TA/TO,0,0,0,D,1,No Deposit,Transient,50.24,2
22524,25,0,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,0,0
22526,72,1,2,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,126,1
22527,1,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
22528,1,0,1,2,0,0,BB,TA/TO,1,0,1,A,0,No Deposit,Transient,48,1
22532,12,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,80,0
22535,3,1,2,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,86,0
22536,1,1,0,1,0,0,BB,Direct,0,0,0,E,2,No Deposit,Transient,80,0
22538,40,1,4,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,60.21,1
22540,0,1,0,2,0,0,HB,Direct,0,0,0,E,1,No Deposit,Transient,84,0
22552,28,2,5,2,0,0,HB,Direct,0,0,0,D,0,No Deposit,Transient,95.14,0
22559,70,3,5,2,0,0,BB,TA/TO,0,0,0,A,1,No Deposit,Transient,39.3,1
22560,0,1,0,1,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,48,0
22564,1,1,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
22569,73,0,0,2,0,0,HB,TA/TO,0,0,0,A,0,No Deposit,Transient,0,2
22575,89,2,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,75.3,1
22577,13,2,0,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,57,0
22581,0,2,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,43,0
22583,42,1,2,2,0,0,HB,Direct,0,0,0,E,0,No Deposit,Transient,127,0
22586,257,2,1,2,0,0,BB,Direct,1,0,3,E,2,No Deposit,Transient,177.41,4
22587,74,8,20,2,0,0,BB,Direct,0,0,0,A,2,No Deposit,Transient,50.91,0
22591,0,0,1,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient,48,0
22596,40,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,54,1
22612,1,0,1,1,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,43,0
22613,23,0,1,2,0,0,BB,Direct,0,0,0,D,0,No Deposit,Transient,55,0
22615,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,0
22616,2,1,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,48,1
22618,0,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient-Party,48,0
22625,6,0,1,2,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,50,0
22627,6,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient-Party,42,0
22630,0,0,1,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,43,0
22639,15,1,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,39,1
22643,129,2,5,2,2,0,BB,TA/TO,0,0,0,C,0,No Deposit,Transient,76.97,0
22645,13,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,35.1,0
22649,46,0,2,2,1,0,BB,Direct,0,0,0,D,5,No Deposit,Transient,76,0
22654,8,0,2,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,29,0
22657,3,1,2,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,74,1
22658,3,1,2,3,0,0,HB,Direct,0,0,0,A,1,No Deposit,Transient,78,0
22664,31,4,10,2,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,52.2,0
22666,0,1,3,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,58.2,0
22667,0,0,3,1,0,0,BB,Corporate,0,0,0,A,0,No Deposit,Transient,42,0
22668,5,0,4,1,0,0,BB,Corporate,1,0,1,A,3,No Deposit,Transient,42,0
22672,2,0,1,1,0,0,BB,TA/TO,0,0,0,D,0,No Deposit,Transient,59,1
22677,96,2,6,2,0,0,BB,TA/TO,0,0,0,E,0,No Deposit,Transient,47.56,2
22681,2,0,0,2,0,0,BB,Direct,0,0,0,A,0,No Deposit,Transient-Party,0,0
22683,47,2,5,2,0,0,BB,TA/TO,0,0,0,F,0,No Deposit,Transient,58.93,0
22688,108,0,1,2,0,0,BB,TA/TO,0,0,0,A,0,No Deposit,Transient,41.4,1
22691,28,1,4,2,0,0,BB,TA/TO,0,0,0,G,0,No Deposit,Transient,106.8,0
22693,42,1,4,2,2,0,BB,TA/TO,0,0,0,H,1,No Deposit,Transient,105,0
